Created by Omnilog Version 7.2 at 16/05/2022 12:29:36,,,,
Logger Type   WT-HR 64K,,,,
Serial Number   1403211,,,,
Logging Period   10min,,,,
Logger Status   Running Looping,,,,
Total Samples   10947,,,,
Number of Trips   18,,,,
Logger ID   Factory Default Reset on 11/03/2014,,,,
,,,,
Sample,Date Time,Water Temp,Water Height,Water Height
Number,d/m/y,Average,Point,Average
,24hr,°C,mm,mm
164,02/03/2022 15:10:00,0.1,-35,-35
165,02/03/2022 15:20:00,0.1,-35,-35
166,02/03/2022 15:30:00,0.1,-35,-35
167,02/03/2022 15:40:00,0.1,-35,-35
168,02/03/2022 15:50:00,0.1,-35,-35
169,02/03/2022 16:00:00,0.1,-35,-35
170,02/03/2022 16:10:00,0.1,-35,-35
171,02/03/2022 16:20:00,0.1,-35,-35
172,02/03/2022 16:30:00,0.1,-35,-35
173,02/03/2022 16:40:00,0.1,-35,-35
174,02/03/2022 16:50:00,0.1,-35,-35
175,02/03/2022 17:00:00,0.1,-35,-35
176,02/03/2022 17:10:00,0.1,-35,-35
177,02/03/2022 17:20:00,0.1,-35,-35
178,02/03/2022 17:30:00,0.1,-35,-35
179,02/03/2022 17:40:00,0.1,-35,-35
180,02/03/2022 17:50:00,0.1,-35,-35
181,02/03/2022 18:00:00,0.1,-35,-35
182,02/03/2022 18:10:00,0.1,-35,-35
183,02/03/2022 18:20:00,0.1,-35,-35
184,02/03/2022 18:30:00,0.1,-35,-35
185,02/03/2022 18:40:00,0.1,-35,-35
186,02/03/2022 18:50:00,0.1,-35,-35
187,02/03/2022 19:00:00,0.1,-35,-35
188,02/03/2022 19:10:00,0.1,-35,-35
189,02/03/2022 19:20:00,0.1,-35,-35
190,02/03/2022 19:30:00,0.1,-35,-35
191,02/03/2022 19:40:00,0.1,-35,-35
192,02/03/2022 19:50:00,0.1,-35,-35
193,02/03/2022 20:00:00,0.1,-35,-35
194,02/03/2022 20:10:00,0.1,-35,-35
195,02/03/2022 20:20:00,0.1,-35,-35
196,02/03/2022 20:30:00,0.1,-35,-35
197,02/03/2022 20:40:00,0.1,-35,-35
198,02/03/2022 20:50:00,0.1,-35,-35
199,02/03/2022 21:00:00,0.1,-35,-35
200,02/03/2022 21:10:00,0.1,-35,-35
201,02/03/2022 21:20:00,0.1,-35,-35
202,02/03/2022 21:30:00,0.1,-35,-35
203,02/03/2022 21:40:00,0.1,-35,-35
204,02/03/2022 21:50:00,0.1,-35,-35
205,02/03/2022 22:00:00,0.1,-35,-35
206,02/03/2022 22:10:00,0.1,-35,-35
207,02/03/2022 22:20:00,0.1,-35,-35
208,02/03/2022 22:30:00,0.1,-35,-35
209,02/03/2022 22:40:00,0.1,-35,-35
210,02/03/2022 22:50:00,0.1,-35,-35
211,02/03/2022 23:00:00,0.1,-35,-35
212,02/03/2022 23:10:00,0.1,-35,-35
213,02/03/2022 23:20:00,0.1,-35,-35
214,02/03/2022 23:30:00,0.1,-35,-35
215,02/03/2022 23:40:00,0.1,-35,-35
216,02/03/2022 23:50:00,0.1,-35,-35
217,02/03/2022 00:00:00,0.1,-35,-35
218,03/03/2022 00:10:00,0.1,-35,-35
219,03/03/2022 00:20:00,0.1,-35,-35
220,03/03/2022 00:30:00,0.1,-35,-35
221,03/03/2022 00:40:00,0.1,-35,-35
222,03/03/2022 00:50:00,0.1,-35,-35
223,03/03/2022 01:00:00,0.1,-35,-35
224,03/03/2022 01:10:00,0.1,-35,-35
225,03/03/2022 01:20:00,0.1,-35,-35
226,03/03/2022 01:30:00,0.1,-35,-35
227,03/03/2022 01:40:00,0.1,-35,-35
228,03/03/2022 01:50:00,0.1,-35,-35
229,03/03/2022 02:00:00,0.1,-35,-35
230,03/03/2022 02:10:00,0.1,-35,-35
231,03/03/2022 02:20:00,0.1,-35,-35
232,03/03/2022 02:30:00,0.1,-35,-35
233,03/03/2022 02:40:00,0.1,-35,-35
234,03/03/2022 02:50:00,0.1,-35,-35
235,03/03/2022 03:00:00,0.1,-35,-35
236,03/03/2022 03:10:00,0.1,-35,-35
237,03/03/2022 03:20:00,0.1,-35,-35
238,03/03/2022 03:30:00,0.1,-35,-35
239,03/03/2022 03:40:00,0.1,-35,-35
240,03/03/2022 03:50:00,0.1,-35,-35
241,03/03/2022 04:00:00,0.1,-35,-35
242,03/03/2022 04:10:00,0.1,-35,-35
243,03/03/2022 04:20:00,0.1,-35,-35
244,03/03/2022 04:30:00,0.1,-35,-35
245,03/03/2022 04:40:00,0.1,-35,-35
246,03/03/2022 04:50:00,0.1,-35,-35
247,03/03/2022 05:00:00,0.1,-35,-35
248,03/03/2022 05:10:00,0.1,-35,-35
249,03/03/2022 05:20:00,0.1,-35,-35
250,03/03/2022 05:30:00,0.1,-35,-35
251,03/03/2022 05:40:00,0.1,-35,-35
252,03/03/2022 05:50:00,0.1,-35,-35
253,03/03/2022 06:00:00,0.1,-35,-35
254,03/03/2022 06:10:00,0.1,-35,-35
255,03/03/2022 06:20:00,0.1,-35,-35
256,03/03/2022 06:30:00,0.1,-35,-35
257,03/03/2022 06:40:00,0.1,-35,-35
258,03/03/2022 06:50:00,0.1,-35,-35
259,03/03/2022 07:00:00,0.1,-35,-35
260,03/03/2022 07:10:00,0.1,-35,-35
261,03/03/2022 07:20:00,0.1,-35,-35
262,03/03/2022 07:30:00,0.1,-35,-35
263,03/03/2022 07:40:00,0.1,-35,-35
264,03/03/2022 07:50:00,0.1,-35,-35
265,03/03/2022 08:00:00,0.1,-35,-35
266,03/03/2022 08:10:00,0.1,-35,-35
267,03/03/2022 08:20:00,0.1,-35,-35
268,03/03/2022 08:30:00,0.1,-35,-35
269,03/03/2022 08:40:00,0.1,-35,-35
270,03/03/2022 08:50:00,0.1,-35,-35
271,03/03/2022 09:00:00,0.1,-35,-35
272,03/03/2022 09:10:00,0.1,-35,-35
273,03/03/2022 09:20:00,0.1,-35,-35
274,03/03/2022 09:30:00,0.1,-35,-35
