Created by Omnilog Version 7.2 at 16/05/2022 10:27:08,,,,
Logger Type   WT-HR 64K,,,,
Serial Number   1804227,,,,
Logging Period   10min,,,,
Logger Status   Running Looping,,,,
Total Samples   10935,,,,
Number of Trips   6,,,,
Logger ID   Factory Default Reset on 23/04/2018,,,,
,,,,
Sample,Date Time,Water Temp,Water Height,Water Height
Number,d/m/y,Average,Point,Average
,24hr,°C,mm,mm
152,02/03/2022 13:10:00,0.4,3,3
153,02/03/2022 13:20:00,0.4,3,3
154,02/03/2022 13:30:00,0.4,3,3
155,02/03/2022 13:40:00,0.4,3,3
156,02/03/2022 13:50:00,0.4,3,3
157,02/03/2022 14:00:00,0.4,3,3
158,02/03/2022 14:10:00,0.4,3,3
159,02/03/2022 14:20:00,0.4,3,3
160,02/03/2022 14:30:00,0.4,3,3
161,02/03/2022 14:40:00,0.4,3,3
162,02/03/2022 14:50:00,0.4,3,3
163,02/03/2022 15:00:00,0.4,3,3
164,02/03/2022 15:10:00,0.4,3,3
165,02/03/2022 15:20:00,0.4,3,3
166,02/03/2022 15:30:00,0.4,3,3
167,02/03/2022 15:40:00,0.4,3,3
168,02/03/2022 15:50:00,0.4,3,3
169,02/03/2022 16:00:00,0.4,3,3
170,02/03/2022 16:10:00,0.4,3,3
171,02/03/2022 16:20:00,0.4,3,3
172,02/03/2022 16:30:00,0.4,3,3
173,02/03/2022 16:40:00,0.4,3,3
174,02/03/2022 16:50:00,0.4,3,3
175,02/03/2022 17:00:00,0.4,3,3
176,02/03/2022 17:10:00,0.4,3,3
177,02/03/2022 17:20:00,0.4,3,3
178,02/03/2022 17:30:00,0.4,3,3
179,02/03/2022 17:40:00,0.4,3,3
180,02/03/2022 17:50:00,0.4,3,3
181,02/03/2022 18:00:00,0.4,3,3
182,02/03/2022 18:10:00,0.4,3,3
183,02/03/2022 18:20:00,0.4,3,3
184,02/03/2022 18:30:00,0.4,3,3
185,02/03/2022 18:40:00,0.4,3,3
186,02/03/2022 18:50:00,0.4,3,3
187,02/03/2022 19:00:00,0.4,3,3
188,02/03/2022 19:10:00,0.4,3,3
189,02/03/2022 19:20:00,0.4,3,3
190,02/03/2022 19:30:00,0.4,3,3
191,02/03/2022 19:40:00,0.4,3,3
192,02/03/2022 19:50:00,0.4,3,3
193,02/03/2022 20:00:00,0.4,3,3
194,02/03/2022 20:10:00,0.4,3,3
195,02/03/2022 20:20:00,0.4,3,3
196,02/03/2022 20:30:00,0.4,3,3
197,02/03/2022 20:40:00,0.4,3,3
198,02/03/2022 20:50:00,0.4,3,3
199,02/03/2022 21:00:00,0.4,3,3
200,02/03/2022 21:10:00,0.4,3,3
201,02/03/2022 21:20:00,0.4,3,3
202,02/03/2022 21:30:00,0.4,3,3
203,02/03/2022 21:40:00,0.4,3,3
204,02/03/2022 21:50:00,0.4,3,3
205,02/03/2022 22:00:00,0.4,3,3
206,02/03/2022 22:10:00,0.4,3,3
207,02/03/2022 22:20:00,0.4,3,3
208,02/03/2022 22:30:00,0.4,3,3
209,02/03/2022 22:40:00,0.4,3,3
210,02/03/2022 22:50:00,0.4,3,3
211,02/03/2022 23:00:00,0.4,3,3
212,02/03/2022 23:10:00,0.4,3,3
213,02/03/2022 23:20:00,0.4,3,3
214,02/03/2022 23:30:00,0.4,3,3
215,02/03/2022 23:40:00,0.4,3,3
216,02/03/2022 23:50:00,0.4,3,3
217,02/03/2022 00:00:00,0.4,3,3
218,03/03/2022 00:10:00,0.4,3,3
219,03/03/2022 00:20:00,0.4,3,3
220,03/03/2022 00:30:00,0.4,3,3
221,03/03/2022 00:40:00,0.4,3,3
222,03/03/2022 00:50:00,0.4,3,3
223,03/03/2022 01:00:00,0.4,3,3
224,03/03/2022 01:10:00,0.4,3,3
225,03/03/2022 01:20:00,0.4,3,3
226,03/03/2022 01:30:00,0.4,3,3
227,03/03/2022 01:40:00,0.4,3,3
228,03/03/2022 01:50:00,0.4,3,3
229,03/03/2022 02:00:00,0.4,3,3
230,03/03/2022 02:10:00,0.4,3,3
231,03/03/2022 02:20:00,0.4,3,3
232,03/03/2022 02:30:00,0.4,3,3
233,03/03/2022 02:40:00,0.4,3,3
234,03/03/2022 02:50:00,0.4,3,3
235,03/03/2022 03:00:00,0.4,3,3
236,03/03/2022 03:10:00,0.4,3,3
237,03/03/2022 03:20:00,0.4,3,3
238,03/03/2022 03:30:00,0.4,3,3
239,03/03/2022 03:40:00,0.4,3,3
240,03/03/2022 03:50:00,0.4,3,3
241,03/03/2022 04:00:00,0.4,3,3
242,03/03/2022 04:10:00,0.4,3,3
243,03/03/2022 04:20:00,0.4,3,3
244,03/03/2022 04:30:00,0.4,3,3
245,03/03/2022 04:40:00,0.4,3,3
246,03/03/2022 04:50:00,0.4,3,3
247,03/03/2022 05:00:00,0.4,3,3
248,03/03/2022 05:10:00,0.4,3,3
249,03/03/2022 05:20:00,0.4,3,3
250,03/03/2022 05:30:00,0.4,3,3
251,03/03/2022 05:40:00,0.4,3,3
252,03/03/2022 05:50:00,0.4,3,3
253,03/03/2022 06:00:00,0.4,3,3
254,03/03/2022 06:10:00,0.4,3,3
255,03/03/2022 06:20:00,0.4,3,3
256,03/03/2022 06:30:00,0.4,3,3
257,03/03/2022 06:40:00,0.4,3,3
258,03/03/2022 06:50:00,0.4,3,3
259,03/03/2022 07:00:00,0.4,3,3
260,03/03/2022 07:10:00,0.4,3,3
261,03/03/2022 07:20:00,0.4,3,3
262,03/03/2022 07:30:00,0.4,3,3
263,03/03/2022 07:40:00,0.4,3,3
264,03/03/2022 07:50:00,0.4,3,3
265,03/03/2022 08:00:00,0.4,3,3
266,03/03/2022 08:10:00,0.4,3,3
267,03/03/2022 08:20:00,0.4,3,3
268,03/03/2022 08:30:00,0.4,3,3
269,03/03/2022 08:40:00,0.4,3,3
270,03/03/2022 08:50:00,0.4,3,3
271,03/03/2022 09:00:00,0.4,3,3
272,03/03/2022 09:10:00,0.4,3,3
